ASN|ORG|COUNTRY|IP
0|-Reserved AS-|ZZ|172.16.133.46
0|-Reserved AS-|ZZ|98.137.201.232
0|-Reserved AS-|ZZ|172.16.133.163
0|-Reserved AS-|ZZ|174.35.22.85
0|-Reserved AS-|ZZ|216.115.209.254
0|-Reserved AS-|ZZ|208.85.44.31
0|-Reserved AS-|ZZ|208.71.125.1
0|-Reserved AS-|ZZ|172.16.133.68
0|-Reserved AS-|ZZ|108.13.7.222
0|-Reserved AS-|ZZ|216.115.209.97
0|-Reserved AS-|ZZ|216.137.33.73
0|-Reserved AS-|ZZ|172.16.133.119
0|-Reserved AS-|ZZ|172.16.133.40
0|-Reserved AS-|ZZ|172.16.133.153
0|-Reserved AS-|ZZ|216.137.33.157
0|-Reserved AS-|ZZ|172.16.139.251
0|-Reserved AS-|ZZ|74.122.143.24
0|-Reserved AS-|ZZ|172.16.133.14
0|-Reserved AS-|ZZ|172.16.133.29
0|-Reserved AS-|ZZ|193.182.8.38
0|-Reserved AS-|ZZ|172.16.133.58
0|-Reserved AS-|ZZ|108.13.146.190
0|-Reserved AS-|ZZ|172.16.133.36
0|-Reserved AS-|ZZ|172.16.133.55
0|-Reserved AS-|ZZ|172.16.133.6
0|-Reserved AS-|ZZ|202.173.27.250
0|-Reserved AS-|ZZ|172.16.133.233
0|-Reserved AS-|ZZ|172.16.133.47
0|-Reserved AS-|ZZ|172.16.133.66
0|-Reserved AS-|ZZ|172.16.133.121
0|-Reserved AS-|ZZ|205.188.201.137
0|-Reserved AS-|ZZ|172.16.133.41
0|-Reserved AS-|ZZ|172.16.133.128
0|-Reserved AS-|ZZ|172.16.133.122
0|-Reserved AS-|ZZ|74.121.142.246
0|-Reserved AS-|ZZ|0.0.0.0
0|-Reserved AS-|ZZ|66.114.52.25
0|-Reserved AS-|ZZ|216.137.33.81
0|-Reserved AS-|ZZ|172.16.133.48
0|-Reserved AS-|ZZ|172.16.133.84
0|-Reserved AS-|ZZ|205.210.187.222
0|-Reserved AS-|ZZ|180.149.15.124
0|-Reserved AS-|ZZ|172.16.133.78
0|-Reserved AS-|ZZ|172.16.128.233
0|-Reserved AS-|ZZ|172.16.133.126
0|-Reserved AS-|ZZ|74.122.143.73
0|-Reserved AS-|ZZ|64.236.116.15
0|-Reserved AS-|ZZ|206.190.57.60
0|-Reserved AS-|ZZ|172.16.133.99
0|-Reserved AS-|ZZ|172.16.128.201
0|-Reserved AS-|ZZ|172.16.133.93
0|-Reserved AS-|ZZ|172.16.133.11
0|-Reserved AS-|ZZ|172.16.133.132
0|-Reserved AS-|ZZ|216.219.113.250
0|-Reserved AS-|ZZ|172.16.133.34
0|-Reserved AS-|ZZ|149.174.149.39
0|-Reserved AS-|ZZ|98.139.51.132
0|-Reserved AS-|ZZ|172.16.133.113
0|-Reserved AS-|ZZ|193.182.8.75
0|-Reserved AS-|ZZ|172.16.139.253
0|-Reserved AS-|ZZ|67.217.66.54
0|-Reserved AS-|ZZ|71.189.11.25
0|-Reserved AS-|ZZ|74.117.199.102
0|-Reserved AS-|ZZ|208.71.125.135
0|-Reserved AS-|ZZ|66.114.52.21
0|-Reserved AS-|ZZ|216.115.219.126
0|-Reserved AS-|ZZ|209.34.90.75
0|-Reserved AS-|ZZ|167.8.226.13
0|-Reserved AS-|ZZ|172.16.133.16
0|-Reserved AS-|ZZ|208.85.44.32
0|-Reserved AS-|ZZ|193.182.8.55
0|-Reserved AS-|ZZ|174.35.22.75
0|-Reserved AS-|ZZ|173.241.242.153
0|-Reserved AS-|ZZ|172.16.133.116
0|-Reserved AS-|ZZ|172.16.133.52
0|-Reserved AS-|ZZ|67.217.66.244
0|-Reserved AS-|ZZ|172.16.133.184
0|-Reserved AS-|ZZ|216.137.33.233
0|-Reserved AS-|ZZ|172.16.128.105
0|-Reserved AS-|ZZ|224.0.0.251
0|-Reserved AS-|ZZ|172.16.128.15
0|-Reserved AS-|ZZ|205.188.2.206
0|-Reserved AS-|ZZ|205.210.187.180
0|-Reserved AS-|ZZ|172.16.133.10
0|-Reserved AS-|ZZ|239.255.255.253
0|-Reserved AS-|ZZ|216.137.33.117
0|-Reserved AS-|ZZ|172.16.133.1
0|-Reserved AS-|ZZ|91.190.218.58
0|-Reserved AS-|ZZ|208.81.234.106
0|-Reserved AS-|ZZ|208.71.125.129
0|-Reserved AS-|ZZ|174.35.22.19
0|-Reserved AS-|ZZ|216.137.33.1
0|-Reserved AS-|ZZ|193.182.8.24
0|-Reserved AS-|ZZ|64.236.116.3
0|-Reserved AS-|ZZ|216.137.33.37
0|-Reserved AS-|ZZ|172.16.133.72
0|-Reserved AS-|ZZ|205.210.187.216
0|-Reserved AS-|ZZ|172.16.133.63
0|-Reserved AS-|ZZ|172.16.133.247
0|-Reserved AS-|ZZ|69.89.93.5
0|-Reserved AS-|ZZ|172.16.124.85
0|-Reserved AS-|ZZ|15.192.136.170
0|-Reserved AS-|ZZ|239.255.255.250
0|-Reserved AS-|ZZ|172.16.133.115
0|-Reserved AS-|ZZ|172.16.133.242
0|-Reserved AS-|ZZ|216.137.33.141
0|-Reserved AS-|ZZ|192.168.1.8
0|-Reserved AS-|ZZ|174.35.24.67
0|-Reserved AS-|ZZ|216.137.33.161
0|-Reserved AS-|ZZ|172.16.133.248
0|-Reserved AS-|ZZ|172.16.133.110
0|-Reserved AS-|ZZ|193.182.8.52
0|-Reserved AS-|ZZ|74.120.148.2
0|-Reserved AS-|ZZ|224.0.0.252
0|-Reserved AS-|ZZ|172.16.133.42
0|-Reserved AS-|ZZ|216.137.33.209
0|-Reserved AS-|ZZ|74.120.148.5
0|-Reserved AS-|ZZ|74.122.143.12
0|-Reserved AS-|ZZ|67.217.66.49
0|-Reserved AS-|ZZ|91.190.216.56
0|-Reserved AS-|ZZ|172.16.133.120
0|-Reserved AS-|ZZ|172.16.139.250
0|-Reserved AS-|ZZ|216.115.220.254
0|-Reserved AS-|ZZ|172.16.133.13
0|-Reserved AS-|ZZ|172.16.133.17
0|-Reserved AS-|ZZ|172.16.133.35
0|-Reserved AS-|ZZ|202.173.28.250
0|-Reserved AS-|ZZ|216.137.33.133
0|-Reserved AS-|ZZ|172.16.133.232
0|-Reserved AS-|ZZ|172.16.133.50
0|-Reserved AS-|ZZ|172.16.133.75
0|-Reserved AS-|ZZ|91.190.218.65
0|-Reserved AS-|ZZ|167.8.226.9
0|-Reserved AS-|ZZ|172.16.133.39
0|-Reserved AS-|ZZ|172.16.133.53
0|-Reserved AS-|ZZ|64.236.101.12
0|-Reserved AS-|ZZ|172.16.133.207
0|-Reserved AS-|ZZ|208.71.125.69
0|-Reserved AS-|ZZ|172.16.133.118
0|-Reserved AS-|ZZ|172.16.133.83
0|-Reserved AS-|ZZ|76.92.112.222
0|-Reserved AS-|ZZ|192.168.1.255
0|-Reserved AS-|ZZ|239.192.83.80
0|-Reserved AS-|ZZ|208.93.140.140
0|-Reserved AS-|ZZ|172.16.133.15
0|-Reserved AS-|ZZ|192.150.16.64
0|-Reserved AS-|ZZ|172.16.133.81
0|-Reserved AS-|ZZ|172.16.139.241
0|-Reserved AS-|ZZ|172.16.133.57
0|-Reserved AS-|ZZ|172.16.133.237
0|-Reserved AS-|ZZ|172.16.133.254
0|-Reserved AS-|ZZ|172.16.133.112
0|-Reserved AS-|ZZ|172.16.133.18
0|-Reserved AS-|ZZ|172.16.133.20
0|-Reserved AS-|ZZ|172.16.133.96
0|-Reserved AS-|ZZ|172.16.133.90
0|-Reserved AS-|ZZ|71.252.224.198
0|-Reserved AS-|ZZ|173.241.242.12
0|-Reserved AS-|ZZ|193.182.8.51
0|-Reserved AS-|ZZ|199.7.54.72
0|-Reserved AS-|ZZ|216.219.118.244
0|-Reserved AS-|ZZ|172.16.133.51
0|-Reserved AS-|ZZ|172.16.133.92
0|-Reserved AS-|ZZ|74.113.233.133
0|-Reserved AS-|ZZ|208.91.175.36
0|-Reserved AS-|ZZ|76.13.234.33
0|-Reserved AS-|ZZ|172.16.133.97
0|-Reserved AS-|ZZ|172.16.133.28
0|-Reserved AS-|ZZ|172.16.133.87
0|-Reserved AS-|ZZ|172.16.133.103
0|-Reserved AS-|ZZ|172.16.133.27
0|-Reserved AS-|ZZ|216.137.33.105
0|-Reserved AS-|ZZ|172.16.133.49
0|-Reserved AS-|ZZ|255.255.255.255
0|-Reserved AS-|ZZ|172.16.133.24
0|-Reserved AS-|ZZ|172.16.133.45
0|-Reserved AS-|ZZ|91.190.216.53
0|-Reserved AS-|ZZ|216.137.33.221
0|-Reserved AS-|ZZ|216.137.33.109
0|-Reserved AS-|ZZ|172.16.133.85
0|-Reserved AS-|ZZ|63.140.35.28
0|-Reserved AS-|ZZ|98.139.50.175
0|-Reserved AS-|ZZ|192.168.1.5
0|-Reserved AS-|ZZ|172.16.133.43
0|-Reserved AS-|ZZ|205.188.9.102
0|-Reserved AS-|ZZ|172.16.133.88
0|-Reserved AS-|ZZ|174.35.22.147
0|-Reserved AS-|ZZ|172.16.133.89
0|-Reserved AS-|ZZ|64.12.152.13
0|-Reserved AS-|ZZ|206.190.56.191
0|-Reserved AS-|ZZ|172.16.139.247
0|-Reserved AS-|ZZ|206.190.56.190
0|-Reserved AS-|ZZ|199.30.80.32
0|-Reserved AS-|ZZ|172.16.128.169
0|-Reserved AS-|ZZ|172.16.133.33
0|-Reserved AS-|ZZ|172.16.133.69
0|-Reserved AS-|ZZ|172.16.133.71
0|-Reserved AS-|ZZ|64.12.96.244
0|-Reserved AS-|ZZ|172.16.133.60
0|-Reserved AS-|ZZ|172.16.133.109
0|-Reserved AS-|ZZ|64.236.116.18
0|-Reserved AS-|ZZ|172.16.133.19
0|-Reserved AS-|ZZ|91.190.216.62
0|-Reserved AS-|ZZ|172.16.133.101
0|-Reserved AS-|ZZ|172.16.133.23
0|-Reserved AS-|ZZ|172.16.133.4
0|-Reserved AS-|ZZ|172.16.133.95
73|WASHINGTON-AS|US|128.208.92.167
81|NCREN|US|204.85.83.100
92|CLARKSON-AS|US|128.153.206.97
103|NWU-AS|US|165.124.181.58
156|NORTHEASTERN-GW-AS|US|129.10.139.136
174|COGENT-174|US|38.124.22.82
174|COGENT-174|US|38.100.166.70
174|COGENT-174|US|38.122.145.250
174|COGENT-174|US|38.97.103.136
174|COGENT-174|US|38.70.64.178
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.75
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.8
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.58
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.80
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.90
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.50
209|CENTURYLINK-US-LEGACY-QWEST|US|208.44.23.50
209|CENTURYLINK-US-LEGACY-QWEST|US|76.1.227.84
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.24
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.35
209|CENTURYLINK-US-LEGACY-QWEST|US|72.164.194.2
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.42
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.88
209|CENTURYLINK-US-LEGACY-QWEST|US|63.146.126.10
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.81
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.49
209|CENTURYLINK-US-LEGACY-QWEST|US|63.147.189.115
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.27
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.83
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.57
209|CENTURYLINK-US-LEGACY-QWEST|US|208.44.23.162
209|CENTURYLINK-US-LEGACY-QWEST|US|184.96.221.120
209|CENTURYLINK-US-LEGACY-QWEST|US|208.44.23.59
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.82
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.66
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.56
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.25
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.10
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.64
209|CENTURYLINK-US-LEGACY-QWEST|US|66.77.124.68
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.67
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.89
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.34
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.73
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.26
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.32
209|CENTURYLINK-US-LEGACY-QWEST|US|208.47.254.9
237|MERIT-AS-14|US|35.40.143.166
237|MERIT-AS-14|US|35.24.119.169
577|BACOM|CA|67.69.196.147
577|BACOM|CA|67.69.196.59
577|BACOM|CA|67.69.174.32
577|BACOM|CA|67.69.174.24
577|BACOM|CA|67.69.196.48
577|BACOM|CA|67.69.174.129
577|BACOM|CA|67.69.174.113
577|BACOM|CA|67.69.196.152
577|BACOM|CA|67.69.174.131
577|BACOM|CA|67.69.174.11
577|BACOM|CA|67.69.174.25
577|BACOM|CA|67.69.174.115
577|BACOM|CA|67.69.196.40
577|BACOM|CA|67.69.174.137
577|BACOM|CA|67.69.174.123
577|BACOM|CA|67.69.174.130
577|BACOM|CA|67.69.196.212
577|BACOM|CA|67.69.196.33
577|BACOM|CA|67.69.174.9
577|BACOM|CA|67.69.174.114
577|BACOM|CA|184.84.36.46
577|BACOM|CA|67.69.196.176
577|BACOM|CA|67.69.196.41
577|BACOM|CA|67.69.174.18
577|BACOM|CA|67.69.196.139
577|BACOM|CA|67.69.174.136
577|BACOM|CA|67.69.174.122
577|BACOM|CA|67.69.174.17
577|BACOM|CA|184.84.43.32
577|BACOM|CA|67.69.196.153
577|BACOM|CA|67.69.196.24
577|BACOM|CA|67.69.196.66
577|BACOM|CA|67.69.199.118
577|BACOM|CA|67.69.174.8
577|BACOM|CA|67.69.196.155
577|BACOM|CA|67.69.174.138
701|UUNET|US|173.70.53.92
701|UUNET|US|173.49.112.206
701|UUNET|US|63.116.244.154
701|UUNET|US|173.67.229.116
701|UUNET|US|63.116.244.145
701|UUNET|US|63.85.36.24
701|UUNET|US|108.32.188.171
701|UUNET|US|63.84.95.66
701|UUNET|US|63.116.244.160
701|UUNET|US|63.116.244.155
701|UUNET|US|63.116.244.81
701|UUNET|US|98.113.167.114
701|UUNET|US|108.28.150.190
701|UUNET|US|173.59.1.130
701|UUNET|US|63.116.244.139
701|UUNET|US|63.116.244.162
701|UUNET|US|63.116.244.83
701|UUNET|US|63.116.244.131
701|UUNET|US|63.116.244.89
701|UUNET|US|63.116.244.144
701|UUNET|US|173.62.112.151
701|UUNET|US|63.116.244.80
701|UUNET|US|63.116.244.170
701|UUNET|US|63.97.94.126
701|UUNET|US|72.80.185.137
701|UUNET|US|63.116.244.130
701|UUNET|US|98.113.186.78
701|UUNET|US|63.116.244.153
701|UUNET|US|71.126.171.148
701|UUNET|US|74.101.38.221
701|UUNET|US|63.116.244.114
701|UUNET|US|173.61.73.122
701|UUNET|US|96.242.17.13
714|APPLE-ENGINEERING|US|17.164.0.36
714|APPLE-ENGINEERING|US|17.164.0.8
714|APPLE-ENGINEERING|US|17.172.192.78
714|APPLE-ENGINEERING|US|17.171.4.36
1249|FIVE-COLLEGES-AS|US|128.119.195.145
1257|TELE2|EU|193.13.103.144
1312|VA-TECH-AS|US|198.82.205.114
1312|VA-TECH-AS|US|198.82.107.217
1422|MEDIA6-ASN|US|204.2.197.201
1422|MEDIA6-ASN|US|38.126.130.199
2044|IINET-2044|US|198.145.13.24
2110|AS-BTIRE BT Ireland was previously known as Esat Net, EUnet Ireland & IEUnet.|EU|193.120.199.14
2110|AS-BTIRE BT Ireland was previously known as Esat Net, EUnet Ireland & IEUnet.|EU|193.120.199.18
2129|HP-EUROPE-AS-TRADE|GB|168.87.1.242
2386|INS-AS|US|192.147.107.14
2386|INS-AS|US|192.147.107.13
2828|XO-AS15|US|67.152.103.227
2856|BT-UK-AS BTnet UK Regional network|GB|109.148.19.93
2856|BT-UK-AS BTnet UK Regional network|GB|86.162.66.33
2914|NTT-COMMUNICATIONS-2914|US|204.2.134.164
3257|GTT-BACKBONE GTT|DE|69.31.117.22
3257|GTT-BACKBONE GTT|DE|69.31.34.118
3257|GTT-BACKBONE GTT|DE|69.31.34.129
3356|LEVEL3|US|4.71.186.1
3356|LEVEL3|US|8.20.172.30
3356|LEVEL3|US|199.48.206.210
3356|LEVEL3|US|209.247.230.167
3356|LEVEL3|US|4.69.138.107
3356|LEVEL3|US|4.69.148.254
3356|LEVEL3|US|4.69.132.89
3356|LEVEL3|US|63.208.138.234
3356|LEVEL3|US|199.48.206.78
3356|LEVEL3|US|4.69.141.21
3356|LEVEL3|US|4.69.138.254
3356|LEVEL3|US|8.27.253.125
3356|LEVEL3|US|8.27.243.253
3356|LEVEL3|US|192.221.102.253
3356|LEVEL3|US|8.27.247.119
3356|LEVEL3|US|206.33.41.253
3356|LEVEL3|US|4.71.208.18
3356|LEVEL3|US|4.69.135.185
3356|LEVEL3|US|8.9.23.204
3356|LEVEL3|US|199.48.206.108
3356|LEVEL3|US|4.71.186.33
3356|LEVEL3|US|4.69.134.137
3356|LEVEL3|US|199.48.206.68
3356|LEVEL3|US|4.71.33.182
3356|LEVEL3|US|4.69.132.85
3356|LEVEL3|US|4.69.148.46
3356|LEVEL3|US|4.69.134.154
3356|LEVEL3|US|4.69.155.209
3356|LEVEL3|US|192.221.110.126
3356|LEVEL3|US|4.28.73.137
3356|LEVEL3|US|204.160.99.126
3356|LEVEL3|US|4.26.35.158
3356|LEVEL3|US|4.69.140.141
3356|LEVEL3|US|4.23.40.126
3356|LEVEL3|US|8.19.18.18
3356|LEVEL3|US|4.69.138.222
3549|LVLT-3549|US|168.215.63.101
3549|LVLT-3549|US|64.215.255.95
3549|LVLT-3549|US|64.215.255.57
3549|LVLT-3549|US|64.215.255.56
3549|LVLT-3549|US|206.165.250.99
3549|LVLT-3549|US|67.17.193.41
3549|LVLT-3549|US|64.215.255.88
3549|LVLT-3549|US|64.215.255.17
3549|LVLT-3549|US|64.215.255.94
3561|CENTURYLINK-LEGACY-SAVVIS|US|66.119.34.40
3561|CENTURYLINK-LEGACY-SAVVIS|US|64.56.203.22
3561|CENTURYLINK-LEGACY-SAVVIS|US|205.216.16.228
3561|CENTURYLINK-LEGACY-SAVVIS|US|66.35.252.234
3900|TEXASNET-ASN|US|209.99.98.33
3912|CHECS|US|68.71.212.152
4264|CERNET-ASN-BLOCK|US|12.130.81.225
4264|CERNET-ASN-BLOCK|US|12.130.81.228
4269|CERNET-ASN-BLOCK|US|63.241.108.124
4515|ERX-STAR HKT Limited|HK|113.28.52.78
4739|INTERNODE-AS Internode Pty Ltd|AU|203.214.65.251
4812|CHINANET-SH-AP China Telecom (Group)|CN|180.153.31.250
4812|CHINANET-SH-AP China Telecom (Group)|CN|180.153.30.250
5078|ONENET-AS-1|US|156.110.114.86
5539|SPACENET SpaceNET AG|DE|193.149.47.98
5539|SPACENET SpaceNET AG|DE|193.149.47.76
5650|FRONTIER-FRTR|US|216.38.172.159
5650|FRONTIER-FRTR|US|96.243.227.77
5650|FRONTIER-FRTR|US|96.226.88.52
5662|ASN-TBS-1|US|157.166.255.246
5662|ASN-TBS-1|US|157.166.255.245
5662|ASN-TBS-1|US|157.166.240.13
5662|ASN-TBS-1|US|157.166.226.108
5739|UCSC|US|169.233.51.66
6079|RCN-AS|US|207.237.204.87
6079|RCN-AS|US|209.6.55.79
6079|RCN-AS|US|209.94.144.19
6079|RCN-AS|US|207.237.194.246
6079|RCN-AS|US|207.38.140.238
6128|CABLE-NET-1|US|173.2.154.228
6128|CABLE-NET-1|US|68.198.245.116
6128|CABLE-NET-1|US|24.44.106.119
6128|CABLE-NET-1|US|69.120.250.50
6128|CABLE-NET-1|US|24.184.234.182
6130|AIS-WEST|US|209.112.253.15
6334|ASN-TSG|US|151.193.254.39
6336|TURN-US-ASN|US|50.116.194.21
6336|TURN-US-ASN|US|50.116.194.23
6336|TURN-US-ASN|US|50.116.194.24
6539|GT-BELL|CA|209.139.228.58
6539|GT-BELL|CA|66.38.255.10
6539|GT-BELL|CA|216.18.29.161
6539|GT-BELL|CA|66.59.190.194
6539|GT-BELL|CA|66.59.190.133
6641|SPORTSLINE|US|64.30.236.34
6641|SPORTSLINE|US|64.30.236.35
7018|ATT-INTERNET4|US|99.138.108.122
7018|ATT-INTERNET4|US|99.61.13.155
7029|WINDSTREAM|US|165.121.238.181
7045|WEATHER|US|96.8.82.144
7105|DOWJONES-AS|US|205.203.131.32
7105|DOWJONES-AS|US|205.203.132.1
7160|NETDYNAMICS|US|209.167.231.15
7334|WALLSTREET|US|209.234.235.129
7334|WALLSTREET|US|209.234.234.12
7342|VERISIGN-AS|US|199.7.51.231
7342|VERISIGN-AS|US|199.7.48.72
7342|VERISIGN-AS|US|199.7.52.72
7349|AS-TIERP-7349|US|216.27.91.218
7381|SRS-6-Z-7381|US|209.46.23.85
7385|ALLSTREAM|US|70.99.54.203
7922|COMCAST-7922|US|50.149.21.29
7922|COMCAST-7922|US|71.231.31.96
7922|COMCAST-7922|US|68.55.65.201
7922|COMCAST-7922|US|96.120.66.45
7922|COMCAST-7922|US|68.49.25.49
7922|COMCAST-7922|US|24.125.152.21
7922|COMCAST-7922|US|76.29.54.243
7922|COMCAST-7922|US|50.136.53.54
7922|COMCAST-7922|US|68.86.82.242
7922|COMCAST-7922|US|68.87.152.185
7922|COMCAST-7922|US|50.78.11.102
7922|COMCAST-7922|US|24.63.143.150
7922|COMCAST-7922|US|66.31.24.112
7922|COMCAST-7922|US|98.216.191.85
7922|COMCAST-7922|US|107.3.185.158
7922|COMCAST-7922|US|67.171.115.41
7922|COMCAST-7922|US|68.86.93.33
7922|COMCAST-7922|US|24.60.76.75
7922|COMCAST-7922|US|173.167.56.110
7922|COMCAST-7922|US|98.209.196.102
7922|COMCAST-7922|US|76.96.40.158
7922|COMCAST-7922|US|68.85.69.49
7922|COMCAST-7922|US|71.56.69.159
7922|COMCAST-7922|US|68.86.85.22
7922|COMCAST-7922|US|71.234.178.21
7922|COMCAST-7922|US|24.63.70.49
7922|COMCAST-7922|US|173.167.57.162
7922|COMCAST-7922|US|71.62.158.222
7922|COMCAST-7922|US|68.49.1.159
7922|COMCAST-7922|US|68.33.218.83
7922|COMCAST-7922|US|68.86.93.185
8025|BRIGHTOK-AS|US|66.103.118.222
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|157.55.130.142
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|65.54.165.64
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|157.56.52.26
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|65.55.223.17
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|207.46.206.125
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|65.54.48.76
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|65.55.71.123
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|157.56.232.182
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|157.56.52.15
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|65.55.223.38
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|132.245.2.22
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|65.55.223.32
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|65.54.81.18
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|111.221.77.161
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|65.55.227.188
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|111.221.74.24
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|64.4.23.155
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|64.4.11.25
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|157.56.242.198
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|132.245.1.166
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|157.55.56.165
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|65.55.71.93
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|65.54.49.142
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|157.56.52.38
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|157.56.52.23
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|111.221.74.28
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|65.55.223.25
8075|MICROSOFT-CORP-MSN-AS-BLOCK|US|111.221.74.12
